,SMILES,BDE
26-2-coii-cf3.log,C[P]1(C)c2cccc3c2-c2c(cccc2[P](C)(C)[Co@SP3]1(C(F)(F)F)C(F)(F)F)OCO3,65.7
5-1-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)CCC[P]1(c1ccccc1)c1ccccc1,65.7
63-2-coii-cf3.log,CCN1C=CN2[C]1[Co@SP1](C(F)(F)F)(C(F)(F)F)[C]1N(CC)C=CN1c1ccc3ccccc3c1-c1c2ccc2ccccc12,65.7
20-1-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)[C@@H]2COCC[C@@H]2[P]1(c1ccccc1)c1ccccc1,65.6
24-2-coii-cf3.log,C[P]1(C)c2ccccc2-c2ccccc2[P](C)(C)[Co@SP3]1(C(F)(F)F)C(F)(F)F,65.6
35-4-coii-cf3.log,FC(F)(F)[Co]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)c2cccc3c2[C@H]2CC[C@@H]3c3cccc(c32)[P]1(C1CCCCC1)C1CCCCC1,65.5
65-5-coii-cf3.log,FC(F)(F)[Co@TB19]1(C(F)(F)F)[C]2N(Cc3ccccc3)CCCN2C[C@@]12[CH]C=CC=C2,65.4
34-4-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)[C@@H]2[C@@H]([C@@H]3C=C[C@H]2C3)[P]1(C1CCCCC1)C1CCCCC1,65.3
60-5-coii-cf3.log,FC(F)(F)[Co@SP2]1(C(F)(F)F)=C2N(Cc3ccccc3)C=CN2c2ccccc2N2C=CN(Cc3ccccc3)[C]21,65.3
59-3-coii-cf3.log,CC(C)(C)N1C=CN2CCN3C=CN(C(C)(C)C)C3=[Co@SP1](C(F)(F)F)(C(F)(F)F)[C]21,65.2
6-1-coii-cf3.log,C[C@H]1C[C@H](C)[P](c2ccccc2)(c2ccccc2)[Co@SP1](C(F)(F)F)(C(F)(F)F)[P]1(c1ccccc1)c1ccccc1,65.2
