,SMILES,BDE
61-4-agi-cf3.log,FC(F)(F)[Ag]1[C]2N(C=CN2c2ccccc2)Cc2ccccc2CN2C=CN(c3ccccc3)[C]21,68.8
31-2-agi-cf3.log,C[P]1(C)[C@@H]2CCCC23CCC[C@H]3[P](C)(C)[Ag@SP3]1C(F)(F)F,68.7
4-1-agi-cf3.log,C[C@H]1[C@H](C)[P](c2ccccc2)(c2ccccc2)[Ag@SP3](C(F)(F)F)[P]1(c1ccccc1)c1ccccc1,68.7
4-2-agi-cf3.log,C[C@@H]([C@H](C)[P](C)(C)[Ag]C(F)(F)F)P(C)C,68.6
8-1-agi-cf3.log,FC(F)(F)[Ag][P](C1=CCC=C1P(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,68.6
1-2-agi-cf3.log,CP(C)C[P](C)(C)[Ag]C(F)(F)F,68.5
2-2-agi-cf3.log,CP(C)C(C)(C)[P](C)(C)[Ag]C(F)(F)F,68.5
21-2-agi-cf3.log,C[P]1(C)c2ccccc2Oc2ccccc2[P](C)(C)[Ag@SP1]1C(F)(F)F,68.5
37-1-agi-cf3.log,C[C@H]1c2ccccc2[P@@]2(c3ccccc3)N1CCN1[C@@H](C)c3ccccc3[P@]1(c1ccccc1)[Ag@SP3]2C(F)(F)F,68.5
56-4-agi-cf3.log,FC(F)(F)[Ag]1[C]2N(C=CN2c2ccccc2)CN2C=CN(c3ccccc3)[C]21,68.5
6-4-agi-cf3.log,C[C@H]1C[C@H](C)[P](C2CCCCC2)(C2CCCCC2)[Ag@SP2](C(F)(F)F)[P]1(C1CCCCC1)C1CCCCC1,68.5
65-3-agi-cf3.log,CC(C)(C)N1CCCN(C(C)(C)C)[C]1[Ag]C(F)(F)F,68.5
7-2-agi-cf3.log,CN(CC(C)(C)O[P](C)(C)[Ag]C(F)(F)F)P(C)C,68.5
9-2-agi-cf3.log,CP(C)c1cscc1[P](C)(C)[Ag]C(F)(F)F,68.5
17-1-agi-cf3.log,FC(F)(F)[Ag]1[P](c2ccccc2)(c2ccccc2)Cc2ccccc2C[P]1(c1ccccc1)c1ccccc1,68.4
32-1-agi-cf3.log,FC(F)(F)[Ag@SP2]1[P](c2ccccc2)(c2ccccc2)O[C@@H]2CCCC23CCC[C@H]3O[P]1(c1ccccc1)c1ccccc1,68.4
41-2-agi-cf3.log,C[P](C)([Ag]C(F)(F)F)c1cccc2c1[C@@]1(CCc3cccc(N)c31)CC2,68.4
2-3-agi-cf3.log,CC(C)(C)P(C(C)(C)C)C(C)(C)[P]([Ag]C(F)(F)F)(C(C)(C)C)C(C)(C)C,68.3
13-2-agi-cf3.log,CP(C)[C@H]1CNC[C@@H]1[P](C)(C)[Ag]C(F)(F)F,68.2
2-4-agi-cf3.log,CC(C)(P(C1CCCCC1)C1CCCCC1)[P]([Ag]C(F)(F)F)(C1CCCCC1)C1CCCCC1,68.2
20-1-agi-cf3.log,FC(F)(F)[Ag]1[P](c2ccccc2)(c2ccccc2)[C@@H]2COCC[C@@H]2[P]1(c1ccccc1)c1ccccc1,68.2
20-2-agi-cf3.log,C[P]1(C)[C@H]2CCOC[C@H]2[P@OH4](C)(C)[Ag@SP3]1C(F)(F)F,68.2
8-2-agi-cf3.log,CP(C)C1=CCC=C1[P](C)(C)[Ag]C(F)(F)F,68.2
30-2-agi-cf3.log,CP(C)c1ccc2cccc(-c3cccc4ccc([P](C)(C)[Ag]C(F)(F)F)cc34)c2c1,68.1
43-3-agi-cf3.log,CC(C)(C)[P]([Ag]C(F)(F)F)(c1c(C2=NCCO2)sc2ccccc12)C(C)(C)C,68.1
33-2-agi-cf3.log,CP(C)c1cccc2c1[C@]1(CC2)CCc2cccc([P](C)(C)[Ag]C(F)(F)F)c21,68
19-1-agi-cf3.log,FC(F)(F)[Ag]1[P](c2ccccc2)(c2ccccc2)C[C@H]2CCCC[C@@H]2C[P]1(c1ccccc1)c1ccccc1,67.8
22-1-agi-cf3.log,FC(F)(F)[Ag][P](c1ccccc1)(c1ccccc1)c1cccc2c1oc1c(P(c3ccccc3)c3ccccc3)cccc12,67.8
26-1-agi-cf3.log,FC(F)(F)[Ag]1[P](c2ccccc2)(c2ccccc2)c2cccc3c2-c2c(cccc2[P]1(c1ccccc1)c1ccccc1)OCO3,67.8
6-1-agi-cf3.log,C[C@@H](C[C@H](C)[P]([Ag]C(F)(F)F)(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1,67.8
10-1-agi-cf3.log,FC(F)(F)[Ag][P](c1ccccc1)(c1ccccc1)c1c[nH]cc1P(c1ccccc1)c1ccccc1,67.7
15-1-agi-cf3.log,FC(F)(F)[Ag][P](c1ccccc1)(c1ccccc1)c1ccccc1P(c1ccccc1)c1ccccc1,67.7
28-1-agi-cf3.log,FC(F)(F)[Ag]1[P](c2ccccc2)(c2ccccc2)c2ccc3ccccc3c2-c2c(ccc3ccccc23)[P]1(c1ccccc1)c1ccccc1,67.6
39-2-agi-cf3.log,CP(C)c1cc2ccc1CCc1ccc(c([P](C)(C)[Ag]C(F)(F)F)c1)CC2,67.6
21-1-agi-cf3.log,FC(F)(F)[Ag]1[P](c2ccccc2)(c2ccccc2)c2ccccc2Oc2ccccc2[P]1(c1ccccc1)c1ccccc1,67.5
50-1-agi-cf3.log,CC1=CO[C](C(C)(C)c2nc(C)co2)N1[Ag]C(F)(F)F,67.5
17-2-agi-cf3.log,CP(C)Cc1ccccc1C[P](C)(C)[Ag]C(F)(F)F,67.4
39-1-agi-cf3.log,FC(F)(F)[Ag][P](c1ccccc1)(c1ccccc1)c1cc2ccc1CCc1ccc(c(P(c3ccccc3)c3ccccc3)c1)CC2,67.4
41-1-agi-cf3.log,Nc1cccc2c1[C@]1(CC2)CCc2cccc([P]([Ag]C(F)(F)F)(c3ccccc3)c3ccccc3)c21,67.4
1-1-agi-cf3.log,FC(F)(F)[Ag][P](CP(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,67.3
29-1-agi-cf3.log,FC(F)(F)[Ag@SP1]1[P](c2ccccc2)(c2ccccc2)c2ccc3c(c2-c2c(ccc4c2CCCC4)[P]1(c1ccccc1)c1ccccc1)CCCC3,67.3
35-2-agi-cf3.log,C[P]1(C)c2cccc3c2[C@H]2CC[C@@H]3c3cccc(c32)[P](C)(C)[Ag]1C(F)(F)F,67.3
46-1-agi-cf3.log,CC1=CC2=C3C=C(C)C=CN3[Ag@SP3](C(F)(F)F)N2C=C1,67.3
12-2-agi-cf3.log,CP(C)C1=C([P](C)(C)[Ag]C(F)(F)F)OC(C)(C)O1,67.2
23-2-agi-cf3.log,C[P]1(C)c2cccc3c2Oc2c(cccc2[P](C)(C)[Ag@SP3]1C(F)(F)F)C3,67.2
35-1-agi-cf3.log,FC(F)(F)[Ag]1[P](c2ccccc2)(c2ccccc2)c2cccc3c2[C@H]2CC[C@@H]3c3cccc(c32)[P]1(c1ccccc1)c1ccccc1,67.2
40-1-agi-cf3.log,CCOC(=O)[C@@H]1[C@@H](C(=O)OCC)[C@H]2c3ccccc3[P](c3ccccc3)(c3ccccc3)[Ag](C(F)(F)F)[P](c3ccccc3)(c3ccccc3)c3ccccc3[C@H]12,67.2
44-1-agi-cf3.log,FC(F)(F)[Ag@SP1]1N2CCO[C]2Cc2ccccc2[P]1(c1ccccc1)c1ccccc1,67.2
44-3-agi-cf3.log,CC(C)(C)P(c1ccccc1C[C]1OCCN1[Ag]C(F)(F)F)C(C)(C)C,67.2
57-3-agi-cf3.log,CC(C)(C)N1N=CN2CN3C=NN(C(C)(C)C)[C]3[Ag](C(F)(F)F)[C]21,67.2
13-1-agi-cf3.log,FC(F)(F)[Ag][P](c1ccccc1)(c1ccccc1)[C@H]1CNC[C@@H]1P(c1ccccc1)c1ccccc1,67.1
14-5-agi-cf3.log,FC(F)(F)[Ag]1[P](n2cccc2)(n2cccc2)C[C@H]2C[C@H](CN2)[P]1(n1cccc1)n1cccc1,67.1
10-5-agi-cf3.log,FC(F)(F)[Ag][P](c1c[nH]cc1P(n1cccc1)n1cccc1)(n1cccc1)n1cccc1,66.9
38-1-agi-cf3.log,FC(F)(F)[Ag][P](c1ccccc1)(c1ccccc1)[C@H]1COCO[C@@H]1[C@H]1OCOC[C@@H]1P(c1ccccc1)c1ccccc1,66.9
24-2-agi-cf3.log,C[P]1(C)c2ccccc2-c2ccccc2[P](C)(C)[Ag@SP3]1C(F)(F)F,66.8
26-2-agi-cf3.log,C[P]1(C)c2cccc3c2-c2c(cccc2[P](C)(C)[Ag@SP3]1C(F)(F)F)OCO3,66.8
40-2-agi-cf3.log,CCOC(=O)[C@@H]1[C@@H](C(=O)OCC)[C@H]2c3ccccc3[P](C)(C)[Ag@SP2](C(F)(F)F)[P](C)(C)c3ccccc3[C@H]12,66.8
46-5-agi-cf3.log,FC(F)(F)[Ag@SP1]1N2C=CC(c3ccccc3)=CC2=C2C=C(c3ccccc3)C=CN21,66.8
