,SMILES,BDE
44-2-ptii-cf3.log,C[P]1(C)c2ccccc2C[C]2OCCN2[Pt@SP1]1(C(F)(F)F)C(F)(F)F,73.3
7-2-ptii-cf3.log,CN1CC(C)(C)O[P](C)(C)[Pt@SP2](C(F)(F)F)(C(F)(F)F)[P]1(C)C,73.3
26-2-ptii-cf3.log,C[P]1(C)c2cccc3c2-c2c(cccc2[P](C)(C)[Pt@SP3]1(C(F)(F)F)C(F)(F)F)OCO3,73.2
38-2-ptii-cf3.log,C[P]1(C)[C@H]2COCO[C@@H]2[C@H]2OCOC[C@@H]2[P](C)(C)[Pt@SP1]1(C(F)(F)F)C(F)(F)F,73.2
24-2-ptii-cf3.log,C[P]1(C)c2ccccc2-c2ccccc2[P](C)(C)[Pt@SP3]1(C(F)(F)F)C(F)(F)F,73.1
9-1-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)c2cscc2[P]1(c1ccccc1)c1ccccc1,73.1
25-2-ptii-cf3.log,Cc1cccc2c1-c1c(C)cccc1[P](C)(C)[Pt@SP2](C(F)(F)F)(C(F)(F)F)[P]2(C)C,73
28-2-ptii-cf3.log,C[P]1(C)c2ccc3ccccc3c2-c2c(ccc3ccccc23)[P](C)(C)[Pt@SP1]1(C(F)(F)F)C(F)(F)F,73
42-5-ptii-cf3.log,FC(F)(F)[Pt@SP1]1(<-Nc2cccc3c2[C@@]2(CCc4cccc(C[P]1(n1cccc1)n1cccc1)c42)CC3)C(F)(F)F,73
10-1-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)c2c[nH]cc2[P]1(c1ccccc1)c1ccccc1,72.8
16-1-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)c2cccnc2[P]1(c1ccccc1)c1ccccc1,72.8
8-1-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)C2=CCC=C2[P]1(c1ccccc1)c1ccccc1,72.8
16-4-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)c2cccnc2[P]1(C1CCCCC1)C1CCCCC1,72.7
55-3-ptii-cf3.log,Fc1ccc(N2C3=C(CCCC3)N(c3ccc(F)cc3)[Pt@SP3]2(C(F)(F)F)C(F)(F)F)cc1,72.7
33-2-ptii-cf3.log,C[P]1(C)c2cccc3c2C2(CC3)CCc3cccc(c32)[P](C)(C)[Pt@SP3]1(C(F)(F)F)C(F)(F)F,72.5
55-1-ptii-cf3.log,Cc1ccc(N2C3=C(CCCC3)N(c3ccc(C)cc3)[Pt@SP3]2(C(F)(F)F)C(F)(F)F)cc1,72.5
55-5-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)N(c2ccc(-c3ccccc3)cc2)C2=C(CCCC2)N1c1ccc(-c2ccccc2)cc1,72.5
15-1-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](c2ccccc2)(c2ccccc2)c2ccccc2[P]1(c1ccccc1)c1ccccc1,72.3
42-4-ptii-cf3.log,FC(F)(F)[Pt@SP1]1(<-Nc2cccc3c2[C@@]2(CCc4cccc(C[P]1(C1CCCCC1)C1CCCCC1)c42)CC3)C(F)(F)F,72.3
55-4-ptii-cf3.log,COc1ccc(N2C3=C(CCCC3)N(c3ccc(OC)cc3)[Pt@SP3]2(C(F)(F)F)C(F)(F)F)cc1,72.3
2-5-ptii-cf3.log,CC1(C)[P](n2cccc2)(n2cccc2)[Pt@SP1](C(F)(F)F)(C(F)(F)F)[P]1(n1cccc1)n1cccc1,72.1
37-2-ptii-cf3.log,C[C@H]1c2ccccc2[P@@]2(C)N1CCN1[C@@H](C)c3ccccc3[P@]1(C)[Pt@TB16]2(C(F)(F)F)C(F)(F)F,72.1
44-3-ptii-cf3.log,CC(C)(C)[P]1(C(C)(C)C)c2ccccc2C[C]2OCCN2[Pt@SP1]1(C(F)(F)F)C(F)(F)F,72.1
49-5-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)N2C(c3ccccc3)=COC2=C2OC=C(c3ccccc3)N21,72.1
15-4-ptii-cf3.log,FC(F)(F)[Pt@SP3]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)c2ccccc2[P]1(C1CCCCC1)C1CCCCC1,72
21-2-ptii-cf3.log,C[P]1(C)c2ccccc2Oc2ccccc2[P](C)(C)[Pt@SP3]1(C(F)(F)F)C(F)(F)F,72
4-5-ptii-cf3.log,C[C@H]1[C@H](C)[P](n2cccc2)(n2cccc2)[Pt@SP2](C(F)(F)F)(C(F)(F)F)[P]1(n1cccc1)n1cccc1,72
55-2-ptii-cf3.log,FC(F)(F)c1ccc(N2C3=C(CCCC3)N(c3ccc(C(F)(F)F)cc3)[Pt@SP1]2(C(F)(F)F)C(F)(F)F)cc1,72
20-5-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)[C@@H]2COCC[C@@H]2[P]1(n1cccc1)n1cccc1,71.9
34-4-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](C2CCCCC2)(C2CCCCC2)[C@@H]2[C@@H]([C@@H]3C=C[C@H]2C3)[P]1(C1CCCCC1)C1CCCCC1,71.9
10-5-ptii-cf3.log,FC(F)(F)[Pt@SP2]1(C(F)(F)F)[P](n2cccc2)(n2cccc2)c2c[nH]cc2[P]1(n1cccc1)n1cccc1,71.7
39-2-ptii-cf3.log,C[P]1(C)c2cc3ccc2CCc2ccc(c(c2)[P](C)(C)[Pt@SP1]1(C(F)(F)F)C(F)(F)F)CC3,71.6
12-4-ptii-cf3.log,CC1(C)OC2=C(O1)[P](C1CCCCC1)(C1CCCCC1)[Pt@SP2](C(F)(F)F)(C(F)(F)F)[P]2(C1CCCCC1)C1CCCCC1,71.5
6-5-ptii-cf3.log,C[C@H]1C[C@H](C)[P](n2cccc2)(n2cccc2)[Pt@SP1](C(F)(F)F)(C(F)(F)F)[P]1(n1cccc1)n1cccc1,71.5
4-4-ptii-cf3.log,C[C@H]1[C@H](C)[P](C2CCCCC2)(C2CCCCC2)[Pt@SP2](C(F)(F)F)(C(F)(F)F)[P]1(C1CCCCC1)C1CCCCC1,71.3
62-5-ptii-cf3.log,FC(F)(F)[Pt@SP1]1(C(F)(F)F)=C2N(Cc3ccccc3)C=CN2c2cccc3cc4cccc(c4cc23)N2C=CN(Cc3ccccc3)[C]21,71.3
